episode, reward, success, duration, steps, total_steps, memory length, avg_critic_loss, avg_actor_loss
1186, 360.2723158746958, 4, 10.641225439991103, 364, 425770,                                             425770, 0.0, 23825.93359375
1187, 290.363616283983, 4, 10.729528963012854, 352, 426122,                                             426122, 0.0, 16801.369140625
1188, 381.4870943725109, 4, 10.33482289701351, 333, 426455,                                             426455, 0.0, 18148.9921875
1189, -252.31796738598496, 4, 11.030725912976777, 341, 426796,                                             426796, 0.0, 21985.037109375
1190, 385.07707527279854, 4, 10.538720887998352, 299, 427095,                                             427095, 0.0, 24212.185546875
1191, -79.87237258441746, 4, 10.975417545007076, 355, 427450,                                             427450, 0.0, 19976.5
1192, 357.0278122127056, 4, 9.743804817000637, 306, 427756,                                             427756, 0.0, 23838.31640625
1193, -2.885260329116136, 4, 10.72940061299596, 350, 428106,                                             428106, 0.0, 29482.60546875
1194, 113.65754641429521, 4, 10.450663355004508, 341, 428447,                                             428447, 0.0, 19871.369140625
1195, -11.416145934839733, 4, 10.54196812902228, 350, 428797,                                             428797, 0.0, 18241.33984375
1196, 461.2665223479271, 4, 10.853064342983998, 345, 429142,                                             429142, 0.0, 21022.896484375
1197, 225.94966550800018, 4, 10.541223419975722, 348, 429490,                                             429490, 0.0, 18950.44921875
1198, -162.24820735520916, 4, 10.72731157601811, 322, 429812,                                             429812, 0.0, 33156.3515625
1199, 30.019563840935007, 4, 10.676280562009197, 352, 430164,                                             430164, 0.0, 36906.22265625
1200, 399.3719879090786, 4, 10.539241917984327, 342, 430506,                                             430506, 0.0, 26281.6640625
1201, 284.9530785083771, 4, 10.807933000003686, 338, 430844,                                             430844, 0.0, 27630.99609375
1202, 453.4145115017891, 4, 10.731689472013386, 348, 431192,                                             431192, 0.0, 30026.025390625
1203, 135.01647471729666, 4, 9.745314059982775, 309, 431501,                                             431501, 0.0, 24349.306640625
1204, 119.23627610766562, 4, 10.845609423995484, 335, 431836,                                             431836, 0.0, 30276.005859375
1205, -125.80093212379143, 4, 9.74325223499909, 323, 432159,                                             432159, 0.0, 20470.83203125
1206, 356.83205029868986, 4, 10.72276802000124, 348, 432507,                                             432507, 0.0, 15734.5888671875
1207, 92.72260017308872, 4, 10.05629381298786, 335, 432842,                                             432842, 0.0, 17706.509765625
1208, 245.8037244300358, 4, 9.929375106992666, 329, 433171,                                             433171, 0.0, 18921.40234375
1209, 3740.5432373285294, 1, 5.532045617001131, 177, 433348,                                             433348, 0.0, 20290.802734375
1210, 3670.1107720136642, 1, 5.509169283002848, 157, 433505,                                             433505, 0.0, 18204.107421875
1211, 86.74284732132219, 4, 10.191041854996001, 321, 433826,                                             433826, 0.0, 30239.037109375
1212, 24.571147187962197, 4, 9.92942661998677, 308, 434134,                                             434134, 0.0, 20965.353515625
1213, -199.15414006945502, 4, 9.86607222998282, 312, 434446,                                             434446, 0.0, 33828.09375
1214, 239.8750863969326, 4, 10.728874951979378, 355, 434801,                                             434801, 0.0, 26727.6171875
1215, 3550.655955553055, 1, 1.1201487600046676, 30, 434831,                                             434831, 0.0, 39079.24609375
1216, 3834.274067878723, 1, 6.317244510020828, 192, 435023,                                             435023, 0.0, 23882.314453125
1217, -3679.5013436297304, 3, 9.049555759993382, 287, 435310,                                             435310, 0.0, 33258.19921875
1218, -156.85810652608052, 4, 9.736611701984657, 294, 435604,                                             435604, 0.0, 29145.9140625
1219, -104.80903199472232, 4, 10.544017834996339, 335, 435939,                                             435939, 0.0, 30346.94921875
1220, 3914.7709491848946, 1, 8.011641638004221, 253, 436192,                                             436192, 0.0, 19891.51171875
1221, 3723.4160047769547, 1, 4.883753433008678, 149, 436341,                                             436341, 0.0, 36140.09375
1222, -3715.4824683037004, 2, 9.123897184996167, 292, 436633,                                             436633, 0.0, 35659.33203125
1223, -311.4738337919116, 4, 9.740652692998992, 307, 436940,                                             436940, 0.0, 21960.890625
1224, -16.073816290445393, 4, 10.844764376000967, 356, 437296,                                             437296, 0.0, 27404.11328125
1225, 81.37568927567918, 4, 9.745760105986847, 300, 437596,                                             437596, 0.0, 29281.712890625
1226, 72.78637368045747, 4, 10.845055023994064, 346, 437942,                                             437942, 0.0, 25245.025390625
1227, 3548.800317645073, 1, 1.1186584329989273, 30, 437972,                                             437972, 0.0, 44636.41796875
1228, 346.28184562921524, 4, 10.329775559977861, 317, 438289,                                             438289, 0.0, 23930.25390625
1229, -4.387998847523704, 4, 9.739584488008404, 308, 438597,                                             438597, 0.0, 22809.990234375
1230, -154.82672006997745, 4, 10.844994227023562, 356, 438953,                                             438953, 0.0, 32974.21484375
1231, 3724.8837538957596, 1, 4.084267161990283, 121, 439074,                                             439074, 0.0, 20890.095703125
1232, -1471.117910668254, 4, 10.324233033985365, 313, 439387,                                             439387, 0.0, 27520.380859375
1233, 41.155220937915146, 4, 9.845375443022931, 329, 439716,                                             439716, 0.0, 28446.392578125
1234, -8.658590411767364, 4, 10.54162485600682, 350, 440066,                                             440066, 0.0, 19062.07421875
1235, 144.41042904765345, 4, 10.544963084015762, 349, 440415,                                             440415, 0.0, 41227.83203125
1236, -7.355039324611425, 4, 11.043118572997628, 357, 440772,                                             440772, 0.0, 42626.28125
1237, -66.82576656155288, 4, 9.74548870799481, 303, 441075,                                             441075, 0.0, 43550.8125
1238, 420.06802797317505, 4, 10.543014574999688, 322, 441397,                                             441397, 0.0, 34739.31640625
1239, 107.73378696828149, 4, 10.8503278910066, 356, 441753,                                             441753, 0.0, 33769.70703125
1240, 3655.1122072935104, 1, 3.908829558000434, 121, 441874,                                             441874, 0.0, 40839.109375
1241, 72.28325824683998, 4, 10.086280916002579, 325, 442199,                                             442199, 0.0, 22507.19921875
1242, 73.62858182704076, 4, 11.044896728999447, 342, 442541,                                             442541, 0.0, 23790.83984375
1243, -124.1014513099799, 4, 9.929491481016157, 310, 442851,                                             442851, 0.0, 32633.19921875
1244, 313.209981739521, 4, 10.342895264999242, 324, 443175,                                             443175, 0.0, 45304.0234375
1245, 3782.997339487076, 1, 7.837403268000344, 233, 443408,                                             443408, 0.0, 31044.947265625
1246, -17.02785740699619, 4, 10.348259238002356, 346, 443754,                                             443754, 0.0, 29836.146484375
1247, 343.71133640408516, 4, 10.537035298999399, 329, 444083,                                             444083, 0.0, 34179.421875
1248, 3637.46204161644, 1, 4.237724519014591, 121, 444204,                                             444204, 0.0, 21040.390625
1249, -82.67265033023432, 4, 10.14125429597334, 334, 444538,                                             444538, 0.0, 23113.369140625
1250, 71.12994459074253, 4, 10.54015369300032, 332, 444870,                                             444870, 0.0, 20861.9140625
1251, 246.6201610416174, 4, 10.938785197999096, 317, 445187,                                             445187, 0.0, 30588.5234375
1252, 66.42322381585836, 4, 9.742068122024648, 314, 445501,                                             445501, 0.0, 23241.087890625
1253, 433.7447394132614, 4, 10.838847977021942, 348, 445849,                                             445849, 0.0, 30741.7734375
1254, -367.26962262392044, 4, 9.93691946202307, 308, 446157,                                             446157, 0.0, 33892.9140625
1255, 319.1567149227485, 4, 10.336073568003485, 340, 446497,                                             446497, 0.0, 21917.853515625
1256, 3599.73034542799, 1, 2.322826144983992, 73, 446570,                                             446570, 0.0, 23818.384765625
1257, 238.72795628011227, 4, 9.854625912004849, 334, 446904,                                             446904, 0.0, 23768.111328125
1258, -222.1334014236927, 4, 10.74419975199271, 345, 447249,                                             447249, 0.0, 26497.32421875
1259, 3495.2514846399426, 1, 1.3022622400021646, 30, 447279,                                             447279, 0.0, 12940.45703125
1260, 357.52861869335175, 4, 9.741366394999204, 320, 447599,                                             447599, 0.0, 21115.74609375
1261, 455.08236533403397, 4, 10.794586395000806, 338, 447937,                                             447937, 0.0, 29861.29296875
1262, -54.29199312790297, 4, 9.929605854005786, 309, 448246,                                             448246, 0.0, 22939.673828125
1263, 46.38925861995085, 4, 10.44404333201237, 346, 448592,                                             448592, 0.0, 23129.935546875
1264, 3907.8139763474464, 1, 6.734957053005928, 231, 448823,                                             448823, 0.0, 22587.373046875
1265, -3008.904984395951, 3, 7.340069240977755, 226, 449049,                                             449049, 0.0, 29138.767578125
1266, 373.2895366996527, 4, 10.651733564998722, 337, 449386,                                             449386, 0.0, 24053.2734375
1267, 3530.059916496277, 1, 1.1178226439806167, 30, 449416,                                             449416, 0.0, 18033.806640625
1268, 15.48915693955496, 4, 10.330510334984865, 332, 449748,                                             449748, 0.0, 30294.587890625
1269, 3546.1719398498535, 1, 1.1175497799995355, 30, 449778,                                             449778, 0.0, 17339.4921875
1270, -292.69330540299416, 4, 10.927404450019822, 349, 450127,                                             450127, 0.0, 21407.81640625
1271, 360.7939780950546, 4, 10.520262577018002, 327, 450454,                                             450454, 0.0, 18366.021484375
1272, 288.99511452019215, 4, 10.736772296018898, 336, 450790,                                             450790, 0.0, 34262.46875
1273, 217.2002528840676, 4, 10.443729416001588, 304, 451094,                                             451094, 0.0, 23702.115234375
1274, 3600.4438124895096, 1, 2.321281452983385, 70, 451164,                                             451164, 0.0, 16962.873046875
1275, -292.57096429076046, 4, 9.926807526004268, 316, 451480,                                             451480, 0.0, 27992.095703125
1276, 3562.5839870921336, 1, 7.738494293997064, 247, 451727,                                             451727, 0.0, 18449.60546875
1277, 318.30112767219543, 4, 10.844435661972966, 349, 452076,                                             452076, 0.0, 18832.16796875
1278, 3622.1255091428757, 1, 2.7116216539870948, 80, 452156,                                             452156, 0.0, 61234.0546875
1279, 59.60969551699236, 4, 10.544641633983701, 335, 452491,                                             452491, 0.0, 17840.453125
1280, 48.85909690579865, 4, 10.655706156016095, 336, 452827,                                             452827, 0.0, 19209.716796875
1281, 3544.8722232580185, 1, 1.4258616580045782, 30, 452857,                                             452857, 0.0, 11336.2041015625
1282, 285.61825200915337, 4, 9.739261451992206, 301, 453158,                                             453158, 0.0, 26336.125
1283, 470.9142616391182, 4, 10.727702628006227, 350, 453508,                                             453508, 0.0, 23171.35546875
1284, 258.5290755406022, 4, 10.054229458008194, 323, 453831,                                             453831, 0.0, 35693.88671875
1285, 3520.96586060524, 1, 1.1147356110159308, 30, 453861,                                             453861, 0.0, 14528.791015625
1286, 55.00691748323152, 4, 9.926937509997515, 326, 454187,                                             454187, 0.0, 32189.37109375
1287, 3768.606786966324, 1, 6.128826682979707, 201, 454388,                                             454388, 0.0, 25027.78125
1288, 3552.2941184043884, 1, 1.304104060982354, 34, 454422,                                             454422, 0.0, 16809.3125
1289, 18.915454055881128, 4, 10.449925327993697, 320, 454742,                                             454742, 0.0, 22973.49609375
1290, 3544.536557197571, 1, 1.1171868510136846, 30, 454772,                                             454772, 0.0, 14756.828125
1291, -113.68306196772028, 4, 9.999944990995573, 294, 455066,                                             455066, 0.0, 28714.734375
1292, 72.97741360636428, 4, 9.860297760984395, 320, 455386,                                             455386, 0.0, 33559.94140625
1293, 156.45467315486167, 4, 10.728947065013926, 360, 455746,                                             455746, 0.0, 22003.373046875
1294, 3576.0655405521393, 1, 1.3078308709955309, 30, 455776,                                             455776, 0.0, 9196.8876953125
1295, 3708.9900015592575, 1, 4.326736293005524, 140, 455916,                                             455916, 0.0, 26012.037109375
1296, 82.54091880097985, 4, 10.329041025979677, 330, 456246,                                             456246, 0.0, 28765.833984375
1297, 3655.5594182014465, 1, 2.8314695990120526, 86, 456332,                                             456332, 0.0, 34093.4375
1298, 3779.189285581466, 1, 10.12072876401362, 313, 456645,                                             456645, 0.0, 51328.21875
1299, -3174.2489881748334, 2, 8.73802347300807, 270, 456915,                                             456915, 0.0, 29852.708984375
1300, -2964.223579926489, 2, 9.483247105992632, 298, 457213,                                             457213, 0.0, 22168.775390625
1301, 211.98701338795945, 4, 10.721347786980914, 311, 457524,                                             457524, 0.0, 24412.68359375
1302, 25.638512270059437, 4, 10.541328980994876, 340, 457864,                                             457864, 0.0, 26344.423828125
1303, 125.06199315108825, 4, 10.830974457989214, 354, 458218,                                             458218, 0.0, 22496.310546875
1304, 80.19425539532676, 4, 9.73957804197562, 300, 458518,                                             458518, 0.0, 27731.234375
1305, 494.0822294950485, 4, 10.64825786597794, 330, 458848,                                             458848, 0.0, 33831.56640625
1306, 3556.4323377609253, 1, 1.533246977982344, 40, 458888,                                             458888, 0.0, 20345.033203125
1307, 3860.6384794712067, 1, 6.717519226978766, 216, 459104,                                             459104, 0.0, 33129.828125
1308, -2995.0121361594647, 3, 8.738342736003688, 278, 459382,                                             459382, 0.0, 42712.0625
1309, 4173.31202018261, 1, 10.661490215017693, 351, 459733,                                             459733, 0.0, 23484.861328125
1310, 3606.564409852028, 1, 2.909439253009623, 82, 459815,                                             459815, 0.0, 21376.55859375
1311, -3437.9671324626543, 3, 3.3902736350137275, 96, 459911,                                             459911, 0.0, 18898.38671875
1312, 219.06884425878525, 4, 9.925370821001707, 315, 460226,                                             460226, 0.0, 25601.666015625
1313, 3569.6234934329987, 1, 1.1199208050093148, 30, 460256,                                             460256, 0.0, 30965.189453125
1314, -148.55500830939854, 4, 10.443563853012165, 348, 460604,                                             460604, 0.0, 33220.38671875
1315, -41.78034587483853, 4, 10.339875166013371, 341, 460945,                                             460945, 0.0, 31544.427734375
1316, -3394.43814344358, 2, 9.926256450009532, 317, 461262,                                             461262, 0.0, 26713.75
1317, 226.16296035563573, 4, 10.649427442986052, 346, 461608,                                             461608, 0.0, 22670.619140625
1318, 270.4474393478595, 4, 10.727623990998836, 344, 461952,                                             461952, 0.0, 40043.3984375
1319, 3527.88383859396, 1, 1.1173056060215458, 30, 461982,                                             461982, 0.0, 33090.39453125
1320, 430.898814201355, 4, 10.2432176329894, 330, 462312,                                             462312, 0.0, 26600.806640625
1321, -91.90640750608873, 4, 9.81042292501661, 301, 462613,                                             462613, 0.0, 29467.8203125
1322, 155.31846410399885, 4, 9.74607236799784, 311, 462924,                                             462924, 0.0, 21868.404296875
1323, 323.0560791315511, 4, 10.8386742619914, 341, 463265,                                             463265, 0.0, 30183.349609375
1324, 3621.684685111046, 1, 3.3151519379753154, 89, 463354,                                             463354, 0.0, 26672.05078125
1325, 161.40583268133923, 4, 9.946523145015817, 324, 463678,                                             463678, 0.0, 19148.142578125
1326, -138.04556008504005, 4, 10.534878848004155, 333, 464011,                                             464011, 0.0, 31051.341796875
1327, 3499.909743600525, 1, 0.9191503890033346, 30, 464041,                                             464041, 0.0, 17819.37109375
1328, 3869.1041833758354, 1, 8.917811855004402, 256, 464297,                                             464297, 0.0, 19973.021484375
1329, 3688.0734399557114, 1, 4.1162777329736855, 122, 464419,                                             464419, 0.0, 27336.05859375
1330, 3707.3235933058895, 1, 7.120952330005821, 222, 464641,                                             464641, 0.0, 30538.34765625
1331, 222.58324347389862, 4, 9.916807734989561, 316, 464957,                                             464957, 0.0, 32131.306640625
1332, 318.20279532670975, 4, 10.929264669015538, 343, 465300,                                             465300, 0.0, 35073.8203125
1333, -7.97020690201316, 4, 10.336380958004156, 327, 465627,                                             465627, 0.0, 21394.0546875
1334, -35.851668682997115, 4, 11.046706004999578, 348, 465975,                                             465975, 0.0, 33902.015625
1335, 180.94962617894635, 4, 10.336298628011718, 314, 466289,                                             466289, 0.0, 35515.85546875
1336, 140.3469909508276, 4, 10.651051460998133, 346, 466635,                                             466635, 0.0, 26202.759765625
1337, 61.234982697991654, 4, 10.543659279006533, 341, 466976,                                             466976, 0.0, 17198.701171875
1338, 380.78627943992615, 4, 10.540229785023257, 339, 467315,                                             467315, 0.0, 33411.88671875
1339, 40.46811535424786, 4, 10.858852231001947, 356, 467671,                                             467671, 0.0, 28605.96875
1340, 50.78404965737718, 4, 10.722181525983615, 353, 468024,                                             468024, 0.0, 28564.365234375
1341, 40.30477418127339, 4, 9.596739878994413, 301, 468325,                                             468325, 0.0, 23616.37109375
1342, 3618.3536229133606, 1, 1.629975732008461, 49, 468374,                                             468374, 0.0, 23188.310546875
1343, 3599.925525546074, 1, 2.303896674013231, 64, 468438,                                             468438, 0.0, 21558.447265625
1344, -4614.799192426028, 2, 8.927877581998473, 259, 468697,                                             468697, 0.0, 35195.5546875
1345, 10.280736385844648, 4, 9.930687905987725, 305, 469002,                                             469002, 0.0, 29842.5859375
1346, 322.7887903191149, 4, 10.448287209001137, 350, 469352,                                             469352, 0.0, 43531.953125
1347, 3553.4160264730453, 1, 1.9060392579995096, 54, 469406,                                             469406, 0.0, 24142.091796875
1348, -258.8905853033066, 4, 10.532549555995502, 337, 469743,                                             469743, 0.0, 24653.603515625
1349, 225.79604822397232, 4, 9.74329532700358, 295, 470038,                                             470038, 0.0, 33683.15625
1350, 688.3698105812073, 4, 10.65030082600424, 344, 470382,                                             470382, 0.0, 28408.6328125
1351, 371.18962574005127, 4, 10.755544511019252, 329, 470711,                                             470711, 0.0, 34492.09765625
1352, 47.31977703292796, 4, 9.816373100999044, 312, 471023,                                             471023, 0.0, 38145.64453125
1353, 493.25709784030914, 4, 10.53978687498602, 333, 471356,                                             471356, 0.0, 41709.0546875
1354, 3768.3154317259323, 1, 7.133506623009453, 214, 471570,                                             471570, 0.0, 32827.8515625
1355, 357.58012145757675, 4, 10.243609983997885, 300, 471870,                                             471870, 0.0, 39891.421875
1356, 198.73612209585554, 4, 9.928058836987475, 307, 472177,                                             472177, 0.0, 29562.58984375
1357, -180.90408009430394, 4, 9.744606596010271, 308, 472485,                                             472485, 0.0, 28511.412109375
1358, 3542.599478006363, 1, 1.303022233012598, 34, 472519,                                             472519, 0.0, 18405.908203125
1359, 12.411653011338785, 4, 9.854407695995178, 306, 472825,                                             472825, 0.0, 42238.03515625
1360, 18.072422532364726, 4, 10.745069177006371, 343, 473168,                                             473168, 0.0, 31468.6796875
1361, -3376.2138444185257, 2, 8.747915218991693, 252, 473420,                                             473420, 0.0, 65452.85546875
1362, 249.51075333193876, 4, 10.041273921990069, 298, 473718,                                             473718, 0.0, 35073.01953125
1363, 154.0816812831472, 4, 9.924280294013442, 310, 474028,                                             474028, 0.0, 40682.671875
1364, -23.92215153062716, 4, 10.450846261985134, 326, 474354,                                             474354, 0.0, 27270.267578125
1365, 180.45807858521584, 4, 10.928440368006704, 359, 474713,                                             474713, 0.0, 25446.2109375
1366, -116.77247696509585, 4, 9.74226052997983, 301, 475014,                                             475014, 0.0, 31837.55078125
1367, 3735.0550898313522, 1, 6.531897806999041, 207, 475221,                                             475221, 0.0, 20666.587890625
1368, -168.93315307144076, 4, 11.04545105798752, 330, 475551,                                             475551, 0.0, 39181.921875
1369, 89.35376515123062, 4, 9.748921854014043, 281, 475832,                                             475832, 0.0, 33734.0078125
1370, 501.923958837986, 4, 11.036873795994325, 345, 476177,                                             476177, 0.0, 58484.1171875
1371, 321.3616238832474, 4, 10.387463697989006, 325, 476502,                                             476502, 0.0, 36083.625
1372, 141.572603421635, 4, 10.728939341992373, 328, 476830,                                             476830, 0.0, 38770.4375
1373, -513.5064786672592, 4, 10.450335068977438, 330, 477160,                                             477160, 0.0, 38592.5703125
1374, 554.4517830610275, 4, 10.729447112011258, 335, 477495,                                             477495, 0.0, 31607.615234375
1375, 109.0744440422859, 4, 9.923337882006308, 279, 477774,                                             477774, 0.0, 51125.87890625
1376, 302.99607951939106, 4, 10.682187561003957, 340, 478114,                                             478114, 0.0, 22790.716796875
1377, 3881.6624488830566, 1, 8.122659713000758, 255, 478369,                                             478369, 0.0, 41103.37890625
1378, 3678.606598854065, 1, 3.530002893996425, 112, 478481,                                             478481, 0.0, 28980.453125
1379, -3277.852961067867, 2, 9.441979833005462, 288, 478769,                                             478769, 0.0, 32983.18359375
1380, 204.58177035627887, 4, 9.926034723990597, 309, 479078,                                             479078, 0.0, 38585.91796875
1381, 210.8720011995174, 4, 9.592342019983334, 305, 479383,                                             479383, 0.0, 29822.8125
1382, 99.8177519114688, 4, 11.04276437900262, 329, 479712,                                             479712, 0.0, 29516.814453125
1383, 242.1314996574074, 4, 10.34361015498871, 324, 480036,                                             480036, 0.0, 27787.9453125
1384, 108.50218854262857, 4, 10.724621220986592, 330, 480366,                                             480366, 0.0, 39888.8359375
1385, -175.9851747788489, 4, 9.854082378005842, 324, 480690,                                             480690, 0.0, 31892.595703125
1386, 422.4551531970501, 4, 10.730772417009575, 341, 481031,                                             481031, 0.0, 48230.41796875
1387, -72.42920596827753, 4, 10.647591671004193, 348, 481379,                                             481379, 0.0, 43585.0
1388, 138.1214511009166, 4, 10.546859465015586, 346, 481725,                                             481725, 0.0, 33909.7265625
1389, 223.45808610413224, 4, 10.727127571997698, 346, 482071,                                             482071, 0.0, 28707.017578125
1390, 3785.847953438759, 1, 8.038624330016319, 256, 482327,                                             482327, 0.0, 43408.52734375
1391, -6.55410699089407, 4, 10.548119252023753, 331, 482658,                                             482658, 0.0, 29243.685546875
1392, 217.21604300581384, 4, 10.72749757100246, 339, 482997,                                             482997, 0.0, 34239.43359375
1393, 3.8878737058257684, 4, 10.65118093098863, 332, 483329,                                             483329, 0.0, 42083.6015625
1394, -98.41989225940779, 4, 10.732131409982685, 343, 483672,                                             483672, 0.0, 31728.408203125
1395, 105.91026674536988, 4, 9.739513737004017, 314, 483986,                                             483986, 0.0, 27265.701171875
1396, -157.94548707129434, 4, 10.8407574580051, 343, 484329,                                             484329, 0.0, 30192.5390625
1397, 63.49825990293175, 4, 10.547659333999036, 330, 484659,                                             484659, 0.0, 26264.333984375
1398, 1.1085224399575964, 4, 10.830721552018076, 341, 485000,                                             485000, 0.0, 24512.35546875
1399, 315.63957566022873, 4, 9.928324937995058, 297, 485297,                                             485297, 0.0, 26494.201171875
1400, 85.19245399255306, 4, 10.339574430981884, 311, 485608,                                             485608, 0.0, 29092.755859375
1401, 3515.9905897527933, 1, 1.4588316720037255, 30, 485638,                                             485638, 0.0, 80074.34375
1402, -237.91752819018438, 4, 10.040879145002691, 313, 485951,                                             485951, 0.0, 32281.462890625
1403, 275.36455377889797, 4, 10.339080949983327, 324, 486275,                                             486275, 0.0, 29288.00390625
1404, 401.98947262763977, 4, 10.845134050003253, 339, 486614,                                             486614, 0.0, 29001.248046875
1405, -36.685418230481446, 4, 9.926895767013775, 305, 486919,                                             486919, 0.0, 28670.04296875
1406, 418.468802690506, 4, 10.342201926978305, 301, 487220,                                             487220, 0.0, 39414.765625
1407, 202.94094656023663, 4, 10.837365281011444, 350, 487570,                                             487570, 0.0, 36701.69140625
1408, -11.772275260314927, 4, 10.338689621014055, 344, 487914,                                             487914, 0.0, 30753.51953125
1409, 524.5494342446327, 4, 10.925679423002293, 349, 488263,                                             488263, 0.0, 25821.140625
1410, 246.5970621231536, 4, 10.455573896993883, 338, 488601,                                             488601, 0.0, 29471.716796875
1411, -1332.1567532410845, 4, 10.742553078976925, 341, 488942,                                             488942, 0.0, 30712.814453125
1412, -45.14526680484414, 4, 10.654717169993091, 336, 489278,                                             489278, 0.0, 45371.30078125
1413, 167.64202744117938, 4, 10.545789697003784, 332, 489610,                                             489610, 0.0, 46679.125
1414, 368.86714190244675, 4, 10.72573347800062, 339, 489949,                                             489949, 0.0, 52516.125
1415, -41.53292807005346, 4, 10.652022394991945, 341, 490290,                                             490290, 0.0, 25565.33984375
1416, 438.80972427129745, 4, 10.729478986992035, 352, 490642,                                             490642, 0.0, 32997.88671875
1417, 124.79442400277185, 4, 9.742495799990138, 305, 490947,                                             490947, 0.0, 27449.740234375
1418, -722.4492972312728, 4, 10.653611258981982, 308, 491255,                                             491255, 0.0, 53024.6015625
1419, 555.340179681778, 4, 10.727035149000585, 334, 491589,                                             491589, 0.0, 30227.619140625
1420, 182.26322313700803, 4, 10.650745963008376, 339, 491928,                                             491928, 0.0, 37330.0703125
1421, 3795.2328346073627, 1, 8.561061587010045, 269, 492197,                                             492197, 0.0, 37034.12890625
1422, -3626.9685817789286, 2, 10.521437162009533, 330, 492527,                                             492527, 0.0, 24882.171875
1423, -10.637656081322348, 4, 10.04869346000487, 306, 492833,                                             492833, 0.0, 43351.2734375
1424, 248.70852082967758, 4, 10.540011693985434, 329, 493162,                                             493162, 0.0, 29917.283203125
1425, -3268.115101367235, 2, 9.545650877000298, 308, 493470,                                             493470, 0.0, 36143.125
1426, 76.90816693939269, 4, 10.868095975980395, 332, 493802,                                             493802, 0.0, 25577.73828125
1427, 20.88410001527518, 4, 10.92984768000315, 335, 494137,                                             494137, 0.0, 35064.07421875
1428, 3592.6153322458267, 1, 2.122393183002714, 56, 494193,                                             494193, 0.0, 55068.9609375
1429, -3821.37355303223, 2, 9.525066744012292, 303, 494496,                                             494496, 0.0, 33494.19140625
1430, 305.2176859155297, 4, 10.655695319990627, 329, 494825,                                             494825, 0.0, 38464.5546875
1431, 298.91933062672615, 4, 10.530519355990691, 331, 495156,                                             495156, 0.0, 31978.845703125
1432, -177.23282174114138, 4, 10.866965155990329, 355, 495511,                                             495511, 0.0, 40750.1171875
1433, -88.69591263134498, 4, 10.539278463984374, 338, 495849,                                             495849, 0.0, 31647.84375
1434, 450.81108552217484, 4, 10.727398747985717, 350, 496199,                                             496199, 0.0, 41263.625
1435, 284.97367509966716, 4, 10.659513596008765, 327, 496526,                                             496526, 0.0, 36041.25
1436, 3566.167860150337, 1, 1.7075883590150625, 43, 496569,                                             496569, 0.0, 19300.826171875
1437, -84.37043871055357, 4, 10.351160899008391, 302, 496871,                                             496871, 0.0, 46675.359375
1438, -66.872386618983, 4, 11.027961622021394, 355, 497226,                                             497226, 0.0, 35363.22265625
1439, 444.2296249270439, 4, 10.34002134599723, 337, 497563,                                             497563, 0.0, 28711.07421875
1440, 243.75437097996473, 4, 10.729703482997138, 351, 497914,                                             497914, 0.0, 30764.099609375
1441, 251.3862121538259, 4, 10.637487729021814, 338, 498252,                                             498252, 0.0, 31702.009765625
1442, 230.41890244651586, 4, 10.726353201986058, 343, 498595,                                             498595, 0.0, 38578.83203125
1443, -3688.2419077265076, 2, 9.549144591001095, 279, 498874,                                             498874, 0.0, 29962.328125
1444, 173.45500838547014, 4, 10.859233750001295, 344, 499218,                                             499218, 0.0, 27092.357421875
1445, 324.2897150871577, 4, 10.546282747003715, 324, 499542,                                             499542, 0.0, 40600.1796875
1446, -93.31354572088458, 4, 10.849995796015719, 336, 499878,                                             499878, 0.0, 36117.83203125
1447, 149.308775966987, 4, 9.746834123012377, 311, 500189,                                             500189, 0.0, 32366.232421875
1448, 308.3919989159331, 4, 10.728221611003391, 330, 500519,                                             500519, 0.0, 41412.46484375
1449, 275.2159767821431, 4, 10.461154807009734, 314, 500833,                                             500833, 0.0, 36320.5390625
1450, 3806.7238272428513, 1, 6.131658464000793, 193, 501026,                                             501026, 0.0, 25189.283203125
1451, 355.9600243419409, 4, 10.29588999497355, 306, 501332,                                             501332, 0.0, 39544.2109375
1452, -220.7154995519668, 4, 9.852833091979846, 295, 501627,                                             501627, 0.0, 37999.1171875
1453, 3521.613072609529, 1, 1.117502217006404, 30, 501657,                                             501657, 0.0, 34254.421875
1454, -149.2813068044925, 4, 10.128019864001544, 308, 501965,                                             501965, 0.0, 44600.30078125
1455, 3800.0978804528713, 1, 6.137037631997373, 184, 502149,                                             502149, 0.0, 64637.65234375
1456, -67.57211062288843, 4, 10.444806347979465, 330, 502479,                                             502479, 0.0, 37494.66796875
1457, -85.6732232819777, 4, 9.746580161008751, 307, 502786,                                             502786, 0.0, 45873.17578125
1458, 37.77864952501841, 4, 10.542856343992753, 339, 503125,                                             503125, 0.0, 38834.0234375
1459, -244.9678807016462, 4, 10.653263167012483, 335, 503460,                                             503460, 0.0, 42006.22265625
1460, 113.21298314532032, 4, 10.930961473000934, 343, 503803,                                             503803, 0.0, 29090.880859375
1461, 238.65864775585942, 4, 10.021477018017322, 318, 504121,                                             504121, 0.0, 39567.2578125
1462, -100.87617680965923, 4, 10.543071735999547, 334, 504455,                                             504455, 0.0, 41801.3046875
1463, -2943.1876758635044, 2, 10.336497926007723, 329, 504784,                                             504784, 0.0, 51888.109375
1464, 263.99122926592827, 4, 10.858208632998867, 355, 505139,                                             505139, 0.0, 41391.5546875
